Date,_,Word,Number of  reported results,Number in hard mode,1_try,2_tries,3_tries,4_tries,5_tries,6_tries,X,1,2,3,4,5,6,7,-1,-2,-3,-4,-5,-6,-X
2022/8/31,234,prize,35343,3166,0,5,12,20,32,26,5,0.59622088,5.888888889,14.09240989,29.36916553,32,16.88074775,1.172567062,0.59622088,0.148148148,0.160954607,0.44615074,0,-0.337750083,-0.63790549
2022/9/1,235,fungi,31903,2928,0,2,18,41,28,9,1,0.20884629,2,16.22748168,33.29615259,29,15.54155788,3.725961557,0.20884629,0,-0.093290438,-0.183424938,0.034482759,0.654155788,1.362980779
2022/9/2,236,charm,35724,3149,1,12,32,34,16,5,1,1.109740782,11.5,30.58040344,31.62359101,17.42857143,6.686173555,1.071519783,0.054870391,-0.038461538,-0.043018078,-0.0678974,0.084033614,0.281028926,0.035759892
2022/9/3,237,gully,31191,2877,0,1,9,27,31,25,7,0.115893898,1,13.90703087,33.1445144,31,16.97543043,3.857130403,0.115893898,0,0.490703087,0.219446943,0,-0.308637291,-0.3928587
2022/9/4,238,inter,32018,2889,0,6,25,36,23,8,1,0.585460757,6,23.4385339,33.06455647,23,11.08933055,2.822118321,0.585460757,0,-0.060056388,-0.079336312,0,0.34325895,0.911059161
2022/9/5,239,whoop,32733,2970,0,1,16,47,29,7,1,0.210287759,2,15.60625637,33.04470793,29.6,15.92653674,3.612211201,0.210287759,0.5,-0.02316139,-0.290735251,0.02,1.115817093,1.306105601
2022/9/6,240,taunt,32734,3022,0,4,19,27,21,16,13,0.287383986,3,24.76018555,35.96223738,21,10.25789681,4.732296268,0.287383986,-0.2,0.288009278,0.320079906,0,-0.337770776,-0.590550267
2022/9/7,241,leery,30992,2873,0,3,17,37,28,12,2,0.382406964,3.8,17.71231681,32.4795078,28,14.628829,2.996939426,0.382406964,0.2,0.039573156,-0.118960321,0,0.202217615,0.332313142
2022/9/8,242,class,31962,3001,0,4,21,32,22,13,7,0.387543726,4,23.97450983,34.85665227,22,10.74891853,4.032375644,0.387543726,0,0.135204992,0.08656522,0,-0.160791534,-0.370953045
2022/9/9,243,theme,32172,2909,0,8,29,40,18,4,0,0.768963093,8,29.11481103,33.78690728,18,7.579954038,2.749364555,0.768963093,0,0.003827034,-0.151538847,0,0.715990808,2.749364555
2022/9/10,244,lofty,29237,2777,0,4,19,34,27,13,3,0.399555973,4,18.79763228,32.7612801,27,13.95707564,3.084456013,0.399555973,0,-0.010118386,-0.035391997,0,0.068362546,0.021114003
2022/9/11,245,tibia,27887,2675,0,1,14,40,30,12,2,0.211248739,2,15.19210617,32.87707815,30,16.18318931,3.536377631,0.211248739,0.5,0.079473745,-0.173729801,0,0.321783793,0.512125877
2022/9/12,246,booze,29147,2883,0,1,7,27,38,23,4,0.230468333,2,6.909102091,29.52448268,38,21.31624068,2.019706221,0.230468333,0.5,-0.011362239,0.090160096,0,-0.070156638,-0.396058756
2022/9/13,247,alpha,29497,2706,0,3,19,40,28,9,1,0.304201131,3,17.51255698,33.02871634,28,14.74931676,3.405208785,0.304201131,0,-0.074372151,-0.170031309,0,0.574931676,1.202604393
2022/9/14,248,thyme,32142,2938,1,5,24,41,23,5,0,0.487703467,5,23.18883411,33.75106715,23,11.23994025,3.332455019,-0.256148267,0,-0.032446636,-0.172593639,0,1.039990042,3.332455019
2022/9/15,249,doubt,33344,3011,1,12,32,34,16,4,0,1.155187357,12,32.18436121,31.87901343,16,5.694252388,1.087185614,0.077593679,0,0.005586703,-0.060599616,0,0.338850478,1.087185614
2022/9/16,250,parer,37309,4130,0,0,4,11,15,22,48,0,0,30.21720312,40.53047349,15,6.859446193,7.400316351,0,0,5.243440624,2.460872791,0,-0.658284948,-0.828564972
2022/9/17,251,chute,33418,3073,0,11,37,36,12,3,0,1.047820269,11,36.07616346,34.24182185,12,3.278336403,2.355858018,1.047820269,0,-0.024311488,-0.047518328,0,0.069584101,2.355858018
2022/9/18,252,stick,33102,3038,1,9,36,35,14,4,0,0.79346789,8.333333333,32.68067101,34.9676844,14.63636364,5.371536022,3.216943711,-0.103266055,-0.066666667,-0.089711594,-0.000897656,0.042424243,0.274307204,3.216943711
2022/9/19,253,trice,35050,3430,0,5,24,25,18,17,11,0.476291832,5,28.10686778,35.74167072,18.25,8.192190998,4.232978669,0.476291832,0,0.164274711,0.413141182,0.013157895,-0.489322722,-0.563918444
2022/9/20,254,alike,31277,2843,0,6,20,33,27,12,2,0.642437597,6.526315789,21.18859117,31.73936386,25.3,12.48581455,2.117477028,0.642437597,0.07518797,0.05659958,-0.037077534,-0.060714286,0.03737035,0.039159009
2022/9/21,255,recap,31976,2900,0,5,30,35,21,8,1,0.482898568,5,25.25958513,34.58921602,21,9.956677407,3.711622872,0.482898568,0,-0.152916609,-0.011410666,0,0.217408601,1.355811436
2022/9/22,256,saint,34455,3119,1,14,35,29,15,5,1,1.349100306,14,33.37401113,30.78537503,15.33333333,4.965278703,0.192901502,0.174550153,0,-0.045166358,0.059512501,0.020833333,-0.005786883,-0.403549249
2022/9/23,257,glory,31509,2893,0,6,30,39,19,5,0,0.57585096,6,27.58003594,34.74085421,19,8.522804863,3.580454026,0.57585096,0,-0.078063357,-0.106478645,0,0.587134144,3.580454026
2022/9/24,258,grate,32777,3077,1,14,29,28,16,8,3,1.354477217,14,31.05674213,29.84744653,17.57142857,8,3,0.177238609,0,0.068558071,0.063705053,0.092436975,0,0
2022/9/25,259,admit,28994,2677,0,10,25,34,22,8,1,0.9754603,10,24.88106542,30.49811708,22.57142857,10.21190685,0.862021781,0.9754603,0,-0.004574407,-0.100053798,0.02484472,0.245767428,-0.06898911
2022/9/26,260,brisk,31706,2884,0,5,23,38,24,7,1,0.490105916,5,22.1534586,33.33199272,24,11.88157167,3.142871093,0.490105916,0,-0.035272558,-0.119692494,0,0.610196459,1.071435547
2022/9/27,261,soggy,30985,2888,0,2,18,38,28,11,2,0.206443841,2,17.26285719,33.71522702,28,14.89992646,3.915545483,0.206443841,0,-0.03879699,-0.109865974,0,0.324993872,0.638515161
2022/9/28,262,usurp,31355,3007,0,3,21,38,26,9,1,0.301429074,3,18.70722103,33.51226377,26.84615385,14.00897281,3.623959469,0.301429074,0,-0.104217226,-0.11507016,0.031339031,0.500897281,1.311979735
2022/9/29,263,scald,30477,2829,0,4,23,36,24,11,2,0.391490607,4,22.27353578,34.16817284,23.64285714,11.80302729,3.720916336,0.391490607,0,-0.030269343,-0.049508842,-0.014285714,0.066918941,0.573638779
2022/9/30,264,scorn,31223,2859,0,8,31,35,20,6,1,0.671288399,6.9,24.59153141,32.82241877,22.10344828,10.37852606,2.532787088,0.671288399,-0.122222222,-0.200264643,-0.060488368,0.100164204,0.625503723,0.766393544
2022/10/1,265,leave,28202,2696,0,4,16,34,31,12,1,0.445824754,4.375,14.74976766,30.82754085,31,16.46712269,2.134744046,0.445824754,0.075,-0.073543079,-0.09064169,0,0.343624822,0.567372023
2022/10/2,266,twine,30088,2775,0,6,28,40,20,5,1,0.612755983,6.352941176,26.63278977,34.07948189,20,9.111279919,3.210751265,0.612755983,0.050420168,-0.04714518,-0.144402881,0,0.68521332,1.105375633
2022/10/3,267,sting,32288,2969,1,10,30,33,18,8,2,0.897817903,9.285714286,28.07104045,32.35183439,19.31818182,8.232099866,1.843311287,-0.051091049,-0.064935065,-0.062224502,-0.019063694,0.069377991,0.025788874,-0.052229571
2022/10/4,268,bough,32014,3060,0,3,17,35,28,13,3,0.206443841,2,17.26285719,33.71522702,28,14.89992646,3.915545483,0.206443841,-0.25,0.014603177,-0.035688138,0,0.135709033,0.228886371
2022/10/5,269,marxh,30935,2885,0,9,30,35,19,6,1,0.822646637,8.5,27.16890991,32.60550307,20,8.78791203,2.115028354,0.822646637,-0.05,-0.091325487,-0.066513804,0.05,0.398273147,0.557514177
2022/10/6,270,sloth,32522,2987,1,10,38,34,13,3,0,0.887293901,9.333333333,34.62462163,34.96693188,13,4.170983994,3.016835255,-0.05635305,-0.060606061,-0.086548163,0.027626625,0,0.292745999,3.016835255
2022/10/7,271,dandy,29026,2840,0,2,11,23,29,24,11,0.20884629,2,16.22748168,33.29615259,29,15.54155788,3.725961557,0.20884629,0,0.435623473,0.429006358,0,-0.338337685,-0.60616987
2022/10/8,272,vigor,26905,2642,0,2,15,35,31,14,2,0.211248739,2,15.19210617,32.87707815,30,16.18318931,3.536377631,0.211248739,0,0.012006636,-0.058970051,-0.03125,0.145545954,0.512125877
2022/10/9,273,howdy,28408,2668,0,2,13,32,32,17,4,0.213651188,2,14.15673066,32.45800372,31,16.82482073,3.346793704,0.213651188,0,0.082623619,0.013878901,-0.03030303,-0.009732182,-0.130641259
2022/10/10,274,enjoy,26878,2654,0,3,12,29,33,20,3,0.413970669,4,12.58537922,30.24683349,33,17.80686417,1.946952455,0.413970669,0.25,0.045029171,0.041561116,0,-0.10443504,-0.263261886
2022/10/11,275,valid,28575,2752,0,4,28,38,21,8,1,0.385141277,3.6,25.00988534,35.2757267,21,10.10728711,4.22195957,0.385141277,-0.08,-0.103107402,-0.069853162,0,0.234143012,1.610979785
2022/10/12,276,ionic,29151,2947,0,2,13,25,28,21,11,0.302999907,3,18.03024474,33.23825356,27.5,14.42850105,3.500000748,0.302999907,0.333333333,0.359303196,0.316855906,-0.017241379,-0.298704498,-0.624999938
2022/10/13,277,equal,27197,2677,0,5,23,35,25,11,2,0.492700561,5,21.03525305,32.87939233,25.08,12.57453361,2.938120453,0.492700561,0,-0.081864456,-0.058905769,0.003076923,0.131211134,0.312706818
2022/10/14,278,floor,28906,2752,0,3,23,44,24,6,0,0.294591334,3,21.65405902,34.70501408,24,12.18279108,4.16354449,0.294591334,0,-0.056080874,-0.206555243,0,0.883255869,4.16354449
2022/10/15,279,catch,30403,3123,0,7,18,20,15,16,23,0.663998454,6.8,31.97123777,35.73064127,15,5.805669475,3.828453032,0.663998454,-0.025,0.735328304,0.749078156,0,-0.599666501,-0.798814457
2022/10/16,280,spade,30459,2854,1,8,29,36,19,6,1,0.770885052,8,28.28651062,33.45164774,18.8,8.093259175,2.597697414,-0.114557474,0,-0.023782979,-0.068874385,-0.01,0.299037025,0.798848707
2022/10/17,281,stein,31269,2965,1,12,34,32,16,5,1,1.155187357,12,32.18436121,31.87901343,16,5.694252388,1.087185614,0.077593679,0,-0.051875394,-0.00366626,0,0.115708731,0.043592807
2022/10/18,282,exist,28612,2805,0,5,24,38,23,8,1,0.487703467,5,23.18883411,33.75106715,23,11.23994025,3.332455019,0.487703467,0,-0.032446636,-0.108946996,0,0.359993361,1.16622751
2022/10/19,283,quirk,28322,2794,0,3,23,39,24,9,2,0.196834043,2,21.40435923,35.39152476,24,12.33340078,4.673881188,0.196834043,-0.25,-0.066485032,-0.090211881,0,0.333340078,0.891293729
2022/10/20,284,denim,28741,2769,0,5,29,40,20,5,0,0.578313596,5.947368421,24.28820473,33.44991731,22.16666667,10.56256452,3.006964752,0.578313596,0.157894737,-0.157059842,-0.159758114,0.103174603,0.927094087,3.006964752
2022/10/21,285,grove,28637,2794,0,4,18,30,28,17,3,0.511879203,5.142857143,18.82415959,31.87192785,27.25,13.94535812,2.45381809,0.511879203,0.228571429,0.043376821,0.060384769,-0.025862069,-0.169702327,-0.136545478
2022/10/22,286,spiel,29084,2810,0,7,32,36,19,6,1,0.673608251,7,27.82973573,34.05434353,19,8.372195161,3.070117327,0.673608251,0,-0.126371645,-0.05258531,0,0.338885023,1.035058664
2022/10/23,287,mummy,29279,3021,0,1,4,14,27,37,18,0.204041391,2,18.2982327,34.13430146,27,14.25829504,4.105129409,0.204041391,0.5,2.85964654,1.342286764,0,-0.59846592,-0.731308978
2022/10/24,288,fault,28947,2768,0,7,27,35,22,8,1,0.680815599,7,24.7236092,32.79712023,22,10.29708943,2.501365549,0.680815599,0,-0.081299671,-0.061191105,0,0.255232159,0.750682775
2022/10/25,289,foggy,28953,2817,0,2,13,35,32,15,3,0.216053638,2,13.12135515,32.03892928,32,17.46645215,3.157209778,0.216053638,0,0.008668225,-0.082251964,0,0.154153259,0.039302445
2022/10/26,290,flout,30063,2904,0,6,28,37,21,7,1,0.609718837,6.297297297,25.58351999,33.69860757,21,9.761291848,3.049564452,0.609718837,0.042471042,-0.083326897,-0.086878748,0,0.345161481,1.024782226
2022/10/27,291,carry,27609,2615,0,4,22,35,24,12,3,0.393950258,4,21.21350847,33.73912044,24.66666667,12.45993565,3.526818507,0.393950258,0,-0.034195284,-0.035024432,0.026666667,0.035379665,0.131704627
2022/10/28,292,sneak,27905,2636,0,7,28,36,21,7,1,0.67841315,7,25.75898471,33.21619466,21,9.655458004,2.690949475,0.67841315,0,-0.077276389,-0.075237982,0,0.331932251,0.845474738
2022/10/29,293,libel,25156,2536,0,3,15,32,32,16,2,0.213651188,2,14.15673066,32.45800372,31,16.82482073,3.346793704,0.213651188,-0.25,-0.052704334,0.013878901,-0.03030303,0.048518866,0.448931235
2022/10/30,294,waltz,24672,2496,0,2,11,29,35,19,3,0.223260986,2,10.01522862,30.78170598,35,19.39134641,2.588457999,0.223260986,0,-0.082064282,0.059390199,0,0.019567321,-0.1028855
2022/10/31,295,aptly,26498,2572,0,3,26,41,23,7,1,0.374873606,3.875,24.13743026,35.02104256,21.8125,10.64743885,4.131714717,0.374873606,0.21875,-0.068984064,-0.14235613,-0.049479167,0.455929856,1.565857359
2022/11/1,296,piney,27502,3667,0,1,14,37,33,14,2,0.218456087,2,12.08597964,31.61985485,33,18.10808357,2.967625852,0.218456087,0.5,-0.127601357,-0.141582767,0,0.273872238,0.322541951
2022/11/2,297,inept,27670,2640,0,6,30,39,20,6,1,0.579321165,6,26.08449354,34.13552447,20.44444444,9.449605805,3.306610577,0.579321165,0,-0.12630666,-0.121611888,0.021164021,0.492800829,1.153305289
2022/11/3,298,aloud,29554,2819,1,18,31,30,15,4,1,1.743833246,18,32.77660638,30.39325922,16.875,5.352021671,1.140720511,0.371916623,0,0.055518949,0.012685781,0.1171875,0.270404334,0.070360256
2022/11/4,299,photo,27330,2565,0,5,34,43,15,3,0,0.468483872,5,31.47183819,37.10366263,15,6.106888878,4.849126429,0.468483872,0,-0.072233195,-0.134007668,0,0.77672222,4.849126429
2022/11/5,300,dream,29743,2751,5,14,31,29,15,4,1,1.34829949,14,33.7191363,30.9250665,15,4.751401563,0.256096144,-0.608616752,0,0.084973009,0.064168883,0,0.150280313,-0.371951928
2022/11/6,301,stale,31068,3013,2,19,30,27,15,6,2,1.837085944,19,34.96763525,27.4925131,15,3.998353054,2.295587348,-0.054304685,0,0.160246298,0.017589754,0,-0.285949564,0.098529116
2022/11/7,302,begin,26096,2439,0,6,26,36,23,7,1,0.582493026,6,24.71752718,33.58223666,21.76470588,10.29672703,3.05631023,0.582493026,0,-0.047498993,-0.065344955,-0.051470588,0.412090879,1.028155115
2022/11/8,303,spell,27213,2531,0,4,24,37,24,9,1,0.392348625,4,21.90375881,34.0185034,24,12.03218137,3.653207791,0.392348625,0,-0.083849648,-0.078460437,0,0.303218137,1.326603896
2022/11/9,304,rainy,28984,2678,1,16,38,31,11,3,1,1.534204274,16,38.36003792,31.22834288,11,1.883656473,1,0.267102137,0,0.009231742,0.007135715,0,-0.279085882,0
2022/11/10,305,unite,27467,2575,1,11,31,33,18,5,1,1.040798704,10.75,28.50726607,31.37515987,19.25,7.967816635,1.108958727,0.020399352,-0.020833333,-0.077897935,-0.047789416,0.065789474,0.494636106,0.054479364
2022/11/11,306,medal,25993,2438,0,5,25,38,23,8,1,0.549229898,5.666666667,24.9262152,33.92923044,21.48275862,10.16602404,3.279875131,0.549229898,0.111111111,-0.002837877,-0.104378707,-0.063218391,0.240669338,1.139937566
2022/11/12,307,valet,24660,2356,0,4,22,38,25,9,1,0.438548477,4.461538462,21.55308589,33.51306882,24.45,12.25140334,3.33235501,0.438548477,0.092307692,-0.019431048,-0.115049517,-0.021153846,0.325140334,1.166177505
2022/11/13,308,inane,25085,2515,0,8,25,30,21,13,3,0.776170441,8,26.0086845,32.52968398,21,9.504848302,2.180612776,0.776170441,0,0.038795558,0.081602709,0,-0.249653693,-0.204846806
2022/11/14,309,maple,26536,2467,1,6,26,36,21,8,1,0.5655245,5.818181818,24.3249719,33.56654359,22.1,10.53924585,3.085532345,-0.21723775,-0.025974026,-0.062038078,-0.065769092,0.05,0.282138428,1.042766173
2022/11/15,310,snarl,27475,2650,0,5,21,31,24,15,4,0.487970405,5,23.07379239,33.70450333,23.11111111,11.31123263,3.311390138,0.487970405,0,0.09426329,0.084515729,-0.035555556,-0.230547961,-0.137721972
2022/11/16,311,baker,25576,2541,0,5,16,23,24,22,10,0.541557122,5.526315789,22.28487954,32.97067131,24,11.80230341,2.874272831,0.541557122,0.087719298,0.369698796,0.415444638,0,-0.443378113,-0.647793379
2022/11/17,312,there,27465,2530,0,14,35,33,14,4,0,1.345897041,14,34.75451181,31.34414094,14,4.109770141,0.44568007,1.345897041,0,-0.006819116,-0.048701737,0,0.021954028,0.44568007
2022/11/18,313,glyph,29208,2899,0,2,23,49,20,5,1,0.187224246,2,25.54586127,37.0678225,20,9.766875091,5.432216893,0.187224246,0,0.106077553,-0.23864355,0,0.794479182,2.216108447
2022/11/19,314,avert,24749,2400,0,7,26,35,22,9,1,0.584659941,6,23.78365907,33.20424795,22.66666667,10.87545341,2.885312963,0.584659941,-0.125,-0.082086701,-0.049882001,0.028985507,0.187545341,0.942656482
2022/11/20,315,brave,24991,2396,1,6,17,27,27,18,5,0.57048599,5.789473684,20.97008933,32.23124469,25.33333333,12.61817784,2.487195131,-0.214757005,-0.030075188,0.220560518,0.186830168,-0.05952381,-0.283253798,-0.418800812
2022/11/21,316,axiom,24288,2382,0,5,19,33,27,13,3,0.497313264,5,19.04733207,32.07476942,27,13.80646594,2.574119314,0.497313264,0,0.002366603,-0.027212664,0,0.05760471,-0.106470172
2022/11/22,317,prime,27437,2534,1,10,26,32,21,9,1,0.971685022,10,26.50808408,31.15666262,21,9.203628899,1.15993938,-0.014157489,0,0.018817929,-0.025555678,0,0.02036289,0.07996969
2022/11/23,318,drive,26663,2451,1,12,32,30,18,6,1,1.159992256,12,30.11361019,31.04086456,18,6.977515231,0.708017762,0.079996128,0,-0.057163328,0.033576276,0,0.139645033,-0.145991119
2022/11/24,319,feast,27705,2725,5,13,25,27,19,10,2,5,13,28.66905915,29.66859571,19.63636364,10,2,0,0,0.14111766,0.09530699,0.031818182,0,0
2022/11/25,320,itchy,24197,2329,0,8,28,40,18,5,1,0.699136456,7.285714286,28.93645404,34.27727206,18,7.687532396,3.113890768,0.699136456,-0.079365079,0.032291519,-0.13957873,0,0.447922066,1.056945384
2022/11/27,321,happy,25206,2356,0,6,28,39,19,6,1,0.494386551,5.166666667,27.37195278,35.31294644,19,8.648312947,4.005734608,0.494386551,-0.119047619,-0.021656801,-0.092176339,0,0.378330421,1.502867304
2022/11/28,322,tepid,26051,2484,0,10,38,35,13,3,0,0.954867877,10,33.75571265,34.09018366,14,4.712208948,2.487026863,0.954867877,0,-0.108827881,-0.025272676,0.071428571,0.428052237,2.487026863
2022/11/29,323,undue,23739,2316,0,3,19,35,29,13,2,0.306603581,3,16.47718147,32.60964191,29,15.39094818,3.215624858,0.306603581,0,-0.126140927,-0.066398836,0,0.170782013,0.405208286
2022/11/30,324,study,2569,2405,0,6,30,33,19,10,2,0.57585096,6,27.58003594,34.74085421,19,8.522804863,3.580454026,0.57585096,0,-0.078063357,0.051201594,0,-0.134290467,0.526818009
2022/12/1,325,eject,22628,2200,0,2,11,35,36,14,2,0.223260986,2,10.01522862,30.78170598,35,19.39134641,2.588457999,0.223260986,0,-0.082064282,-0.117174834,-0.027027027,0.359423094,0.196152666
2022/12/2,326,chafe,24646,2343,0,6,30,33,19,9,2,0.57681194,6,27.16588574,34.57322444,19.4,8.779457431,3.504620455,0.57681194,0,-0.091423041,0.046271307,0.02,-0.022054257,0.501540152
2022/12/3,327,torso,23873,2260,0,4,35,36,17,6,1,0.376332296,4,28.80626221,36.81233296,17.33333333,7.754638564,4.917100633,0.376332296,0,-0.172048272,0.021954945,0.018518518,0.250662652,1.958550317
2022/12/4,328,adore,25577,2398,2,17,32,29,15,5,1,1.641571362,17,34.46823567,28.86553446,15,4.299572457,1.274913951,-0.119476213,0,0.07479502,-0.004482185,0,-0.116737924,0.137456976
2022/12/5,329,woken,23153,2200,0,2,10,25,36,23,4,0.225663435,2,8.979853111,30.36263155,36,20.03297784,2.398874073,0.225663435,0,-0.092740626,0.20625506,0,-0.123625923,-0.320225185
2022/12/6,330,amber,23509,2261,0,6,22,33,24,12,3,0.587863207,6,22.40315839,32.64548204,24,11.73096197,2.632534394,0.587863207,0,0.017528626,-0.010426999,0,-0.020695233,-0.091866402
2022/12/7,331,joust,24899,2388,0,6,29,34,21,8,2,0.542353759,5.6,25.06427983,34.03761814,21.33333333,10.08018873,3.34222621,0.542353759,-0.057142857,-0.131190672,0.001074804,0.015151515,0.231132081,0.447408737
2022/12/8,332,infer,21199,1863,0,3,19,33,26,14,3,0.299396233,3,19.583308,33.86686521,26,13.46605392,3.784376637,0.299396233,0,0.0291654,0.025496036,0,-0.035596405,0.196094159
2022/12/9,333,braid,23640,2165,0,10,36,35,14,3,0,0.954867877,10,33.75571265,34.09018366,14,4.712208948,2.487026863,0.954867877,0,-0.060656415,-0.025272676,0,0.428052237,2.487026863
2022/12/10,334,knock,21157,2041,0,3,18,43,27,8,1,0.204041391,2,18.2982327,34.13430146,27,14.25829504,4.105129409,0.204041391,-0.25,0.015696458,-0.201493149,0,0.695366116,1.552564705
2022/12/11,335,naive,21947,2075,1,7,24,32,24,11,1,0.684018865,7,23.34310852,32.23835431,23.33333333,11.15259799,2.24858698,-0.157990568,0,-0.026275659,0.007222858,-0.026666667,0.012716499,0.62429349
2022/12/12,336,apply,22873,2150,0,5,28,38,22,7,1,0.485301017,5,24.22420962,34.17014159,22,10.59830883,3.522038945,0.485301017,0,-0.130199668,-0.098201498,0,0.449788604,1.261019473
2022/12/13,337,spoke,24101,2224,0,6,31,38,19,5,0,0.640542376,6.66,27.67088241,34.25782327,19.07142857,8.469233275,3.230090096,0.640542376,0.094285714,-0.104034925,-0.095953249,0.003571428,0.578205546,3.230090096
2022/12/14,338,usual,20824,2048,0,3,20,39,27,10,1,0.301798682,3,18.54793249,33.44779078,27,14.10768534,3.594792711,0.301798682,0,-0.069146072,-0.138805231,0,0.37342594,1.297396356
2022/12/15,339,rival,22176,2127,0,7,27,35,22,8,1,0.650545488,6.684210526,24.38591276,32.90914446,22.25,10.50505824,2.615128524,0.650545488,-0.039473684,-0.093360259,-0.058079321,0.010869565,0.278339804,0.807564262
2022/12/17,340,chord,22336,2088,0,7,39,38,13,3,0,0.621594597,6.615384615,33.94595041,36.83283271,13,4.58033344,4.40390423,0.621594597,-0.048076923,-0.12635124,-0.029927366,0,0.39508336,4.40390423
2022/12/18,341,taper,22166,2108,0,8,28,30,20,11,3,0.771365542,8,28.07943552,33.36783285,19,8.221585459,2.559780629,0.771365542,0,0.002739156,0.108639769,-0.047619048,-0.231534545,-0.110054843
2022/12/19,342,slate,26010,2422,6,14,33,27,13,5,1,1.345897041,14,34.75451181,31.34414094,14,4.109770141,0.44568007,-0.664871851,0,0.051603289,0.155147891,0.071428571,-0.148371643,-0.277159965
2022/12/20,343,third,24137,2261,1,10,47,32,9,2,0,0.873028994,9.285714286,38.75423321,36.67592061,9,1.611630199,3.799472708,-0.063485503,-0.064935065,-0.171786808,0.141694564,0,-0.1294566,3.799472708
2022/12/21,344,lunar,22180,2036,0,5,32,40,17,4,0,0.460291585,4.826086957,27.63203527,35.68644953,18.66666667,8.485730415,4.242739574,0.460291585,-0.028985507,-0.132362568,-0.105208548,0.092592593,0.897146083,4.242739574
2022/12/22,345,excel,20490,2034,0,1,13,34,34,15,2,0.220858536,2,11.05060413,31.20078042,34,18.74971499,2.778041926,0.220858536,0.5,-0.139242562,-0.079977702,0,0.234357187,0.259347309
2022/12/23,346,aorta,21937,2112,0,7,26,35,20,10,3,0.6760107,7,26.79436022,33.6352691,20,9.013826582,2.880533401,0.6760107,0,0.029420749,-0.037909192,0,-0.089652129,-0.02986665
2022/12/24,347,poise,20281,1911,2,11,34,32,15,6,1,1.04106229,10.85714286,32.93436553,33.0826715,15,5.224746339,1.860011481,-0.319645903,-0.011904762,-0.030446699,0.032808227,0,-0.110750523,0.430005741
2022/12/25,348,extra,15554,1562,1,5,20,35,28,10,1,0.499715713,5,18.01195656,31.65569498,28,14.44809736,2.384535388,-0.250142144,0,-0.094668735,-0.092897362,0,0.404372487,0.692267694
2022/12/26,349,judge,20011,2043,0,2,8,16,26,33,14,0.201638942,2,19.33360821,34.55337589,26,13.61666362,4.294713335,0.201638942,0,1.259289801,1.091375052,0,-0.570098129,-0.647019111
2022/12/27,350,condo,20879,2012,0,2,17,35,29,14,3,0.209113229,2,16.11243996,33.24958876,29.11111111,15.61285026,3.704896676,0.209113229,0,-0.049308891,-0.048622534,0.003703704,0.107523351,0.176224169
2022/12/28,351,impel,20160,1937,0,3,21,40,25,9,1,0.390746992,4,22.59400915,34.29788636,23.33333333,11.60442709,3.779597075,0.390746992,0.25,0.072454961,-0.139075942,-0.064102564,0.260442709,1.389798538
2022/12/29,352,havoc,20001,1919,0,2,16,38,30,12,2,0.307204193,3,16.21833759,32.5048733,29.25,15.55135604,3.168228877,0.307204193,0.333333333,0.012843388,-0.140900685,-0.024193548,0.273181234,0.389409626
2022/12/30,353,molar,21204,1973,0,4,21,38,26,9,1,0.526588583,5.351351351,21.32085717,32.71827565,24.88888889,12.39899379,2.795044559,0.526588583,0.27027027,0.014584417,-0.135428829,-0.041152263,0.339899379,0.89752228
2022/12/31,354,manly,20380,1899,0,2,17,37,29,12,2,0.306603581,3,16.47718147,32.60964191,29,15.39094818,3.215624858,0.306603581,0.333333333,-0.029045474,-0.115535739,0,0.260842168,0.405208286
